Flow Duration,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Flow IAT Mean,Flow IAT Min,Fwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,URG Flag Count,Down/Up Ratio,Init_Win_bytes_forward,Init_Win_bytes_backward,min_seg_size_forward,Labelb
60742878,750,425,41.66666667,1448,0,1959447.677,13,81,584,456,0.296331037,0.230479695,0,0,0,29200,114,32,0
64402,64,64,64.0,157,157,64402.0,64402,0,32,20,15.52746809,15.52746809,64,0,1,-1,-1,32,0
215,82,41,41.0,105,105,71.66666667,48,48,64,64,9302.325581000001,9302.325581000001,41,0,1,-1,-1,32,0
259,82,41,41.0,127,127,86.33333333,1,1,64,64,7722.007722,7722.007722,41,0,1,-1,-1,32,0
188,90,45,45.0,73,73,62.66666667,47,47,64,64,10638.29787,10638.29787,45,0,1,-1,-1,32,0
115842298,536,452,33.5,504,0,3994562.0,70,248,332,420,0.13811880699999998,0.120853956,0,0,0,8192,8576,20,0
34,0,0,0.0,0,0,34.0,34,0,32,32,29411.764710000003,29411.764710000003,0,0,1,5242,65535,32,0
112743,76,76,76.0,122,122,112743.0,112743,0,20,20,8.869730272,8.869730272,76,0,1,-1,-1,20,0
66022751,96,48,48.0,48,48,22000000.0,22648,66000000,60,68,0.030292588,0.030292588,48,0,1,-1,-1,20,0
88551,48,48,48.0,48,48,88551.0,88551,0,32,32,11.29292724,11.29292724,48,0,1,-1,-1,32,0
733,12,6,6.0,0,0,733.0,733,733,40,0,2728.51296,0.0,6,0,0,182,-1,20,0
26319603,2116,853,132.25,1448,0,974800.1111,1,1,536,392,0.607911905,0.45593392899999996,0,0,0,65535,127,32,0
67,3029,233,233.0,0,0,5.583333333,1,1,260,0,194029.8507,0.0,233,0,0,-1,-1,20,0
3,12,6,6.0,0,0,3.0,3,3,40,0,666666.6667,0.0,6,0,0,368,-1,20,0
1,12,6,6.0,0,0,1.0,1,1,40,0,2000000.0,0.0,6,0,0,132,-1,20,0
1139,66,33,33.0,235,235,379.6666667,1,3,40,40,1755.926251,1755.926251,33,0,1,-1,-1,20,0
75,6,6,6.0,6,6,37.5,27,0,20,40,13333.33333,26666.66667,6,1,2,245,256,20,0
4,31,31,10.33333333,0,0,2.0,1,1,96,0,750000.0,0.0,0,0,0,1006,-1,32,0
356,12,6,6.0,0,0,356.0,356,356,40,0,5617.977528,0.0,6,0,0,10227,-1,20,0
3650439,123,46,24.6,46,46,730087.8,3,3,160,32,1.369698275,0.273939655,0,0,0,387,64,32,0
47194,48,48,48.0,112,112,47194.0,47194,0,20,20,21.18913421,21.18913421,48,0,1,-1,-1,20,0
23355,54,54,54.0,70,70,23355.0,23355,0,20,20,42.81738386,42.81738386,54,0,1,-1,-1,20,0
5608474,617,342,68.55555556,1400,0,431421.0769,3,3,296,168,1.60471458,0.8915081,0,0,0,29200,11256,32,0
92,12,6,6.0,0,0,92.0,92,92,40,0,21739.13043,0.0,6,0,0,255,-1,20,0
837,55,37,13.75,0,0,279.0,1,1,80,0,4778.972521,0.0,6,0,0,65509,-1,20,0
55657,88,44,44.0,72,72,18552.33333,2,3,64,40,35.93438382,35.93438382,44,0,1,-1,-1,32,0
60434,55,55,55.0,183,183,60434.0,60434,0,20,20,16.54697687,16.54697687,55,0,1,-1,-1,20,0
56083,74,37,37.0,94,94,18694.33333,1,2,40,40,35.66143038,35.66143038,37,0,1,-1,-1,20,0
24279,82,41,41.0,69,69,8093.0,1,3,40,40,82.37571564,82.37571564,41,0,1,-1,-1,20,0
238,247,216,123.5,6,6,119.0,103,238,40,20,8403.361345000001,4201.6806719999995,6,0,0,60,0,20,0
5309,6,6,3.0,6,6,2654.5,72,5309,52,20,376.71877939999996,188.35938969999998,0,1,0,65535,65535,20,0
128436,882,373,67.84615385,2684,0,6421.8,1,1,428,264,101.21772709999999,62.28783207,0,0,0,65535,290,32,0
3,12,6,6.0,0,0,3.0,3,3,40,0,666666.6667,0.0,6,0,0,0,-1,20,0
46,0,0,0.0,0,0,46.0,46,46,64,0,43478.26087,0.0,0,0,0,65535,-1,32,0
231730,935,373,58.4375,1432,0,8912.692308,1,1,344,232,69.04587235,47.46903724,0,0,0,65535,70,20,0
4050922,123,46,24.6,46,46,810184.4,1,1,160,32,1.23428691,0.246857382,0,0,0,3943,1408,32,0
61306,50,50,50.0,162,162,61306.0,61306,0,20,40,16.31161713,16.31161713,50,0,1,-1,-1,20,0
8893726,1390,301,34.75,2920,0,90752.30612000001,0,3,812,1192,4.4975525439999995,6.633890002999999,0,0,1,8192,150,20,0
110,12,6,6.0,0,0,110.0,110,110,40,0,18181.818180000002,0.0,6,0,0,255,-1,20,0
8010699,74,37,37.0,0,0,8010699.0,8010699,8010699,40,0,0.249666103,0.0,37,1,0,65535,-1,20,0
4,12,6,6.0,0,0,4.0,4,4,40,0,500000.0,0.0,6,0,0,127,-1,20,0
1168915,0,0,0.0,6,6,233783.0,50275,558609,92,60,2.566482593,2.566482593,0,0,1,8192,0,28,0
179,104,52,52.0,68,68,59.66666667,2,47,40,40,11173.18436,11173.18436,52,0,1,-1,-1,20,0
159081,88,44,44.0,65,65,53027.0,3,48,40,40,12.57221164,12.57221164,44,0,1,-1,-1,20,0
102967,44,44,44.0,171,171,102967.0,102967,0,32,40,9.711849427,9.711849427,44,0,1,-1,-1,32,0
31037,60,30,30.0,132,132,10345.66667,1,47,40,64,64.43921771,64.43921771,30,0,1,-1,-1,20,0
195,66,33,33.0,107,107,65.0,1,1,40,40,10256.410259999999,10256.410259999999,33,0,1,-1,-1,20,0
116564683,901,520,40.95454545,1418,0,2988838.026,3,3,712,584,0.188736412,0.15442070000000002,0,0,0,29200,179,32,0
618,408,68,68.0,62,62,56.18181818,1,1,120,120,9708.737864,9708.737864,62,0,1,-1,-1,20,0
118484703,2128,517,9.5,4344,0,165020.4777,0,44,7620,15848,1.890539406,4.17775449,0,0,2,29200,68,32,0
115552824,301,301,18.8125,682,0,3984580.1380000003,2,214,520,456,0.138464812,0.12115671,0,0,0,29200,59,32,0
95314,90,45,45.0,133,133,31771.33333,3,49,40,64,20.98327633,20.98327633,45,0,1,-1,-1,20,0
16854214,79,40,39.5,90,72,5618071.333,31464,16800000,52,52,0.118664685,0.118664685,39,0,1,-1,-1,20,0
31719,41,41,41.0,123,123,31719.0,31719,0,32,20,31.52684511,31.52684511,41,0,1,-1,-1,32,0
61695,43,43,43.0,92,92,61695.0,61695,0,20,20,16.20876894,16.20876894,43,0,1,-1,-1,20,0
32823,64,32,32.0,114,114,10941.0,48,48,40,40,60.93288243,60.93288243,32,0,1,-1,-1,20,0
61115,68,34,34.0,190,190,20371.66667,4,4,64,40,32.72519022,32.72519022,34,0,1,-1,-1,32,0
3084850,0,0,0.0,0,0,616970.0,19,26016,104,112,0.9724946109999999,0.9724946109999999,0,0,1,29200,29,32,0
45582384,108,64,54.0,117,106,15200000.0,640,45400000,40,40,0.043876599,0.043876599,44,0,1,-1,-1,20,0
30588,74,37,37.0,77,77,10196.0,3,3,40,40,65.38511835,65.38511835,37,0,1,-1,-1,20,0
5299065,377,196,47.125,1490,0,441588.75,4,4,172,112,1.5097002959999999,0.943562685,0,0,0,8192,110,20,0
30720,74,37,37.0,65,65,10240.0,3,3,40,40,65.10416667,65.10416667,37,0,1,-1,-1,20,0
188,78,39,39.0,55,55,62.66666667,48,48,40,40,10638.29787,10638.29787,39,0,1,-1,-1,20,0
199,68,34,34.0,91,91,66.33333333,49,49,40,40,10050.25126,10050.25126,34,0,1,-1,-1,20,0
60431661,738,351,49.2,1460,2,2158273.607,32,529,312,284,0.24821426,0.231666642,0,0,0,8192,16616,20,0
338478,1053,501,150.4285714,1460,2,21154.875,1,32343,152,204,20.68081234,29.54401763,0,0,1,8192,40958,20,0
118143636,1041,372,65.0625,1727,0,4073918.483,1,161,332,292,0.13542837,0.118499823,0,0,0,8192,180,20,0
62122,156,39,39.0,88,88,8874.571429000001,3,3,104,128,64.38942726,64.38942726,39,0,1,-1,-1,20,0
122859,180,45,45.0,192,192,24571.8,1,1,80,40,32.55764738,16.27882369,45,0,0,-1,-1,20,0
90876,116,29,29.0,245,245,18175.2,3,3,80,64,44.01602183,22.00801092,29,0,0,-1,-1,20,0
173,84,42,42.0,106,106,57.66666667,3,3,40,40,11560.693640000001,11560.693640000001,42,0,1,-1,-1,20,0
61325,49,49,49.0,161,161,61325.0,61325,0,32,20,16.30656339,16.30656339,49,0,1,-1,-1,32,0
11155843,927,585,84.27272727,1448,0,557792.15,2,199,360,328,0.98603037,0.896391245,0,0,0,29200,70,32,0
33538,70,35,35.0,103,103,11179.33333,1,1,40,40,59.63384817,59.63384817,35,0,1,-1,-1,20,0
229608,374,181,53.42857143,1823,0,25512.0,40,65,232,100,30.48674262,13.06574684,0,0,0,29200,30016,32,0
5558485,0,0,0.0,0,0,1111697.0,68,31196,136,80,0.7196205440000001,0.35981027200000004,0,0,0,29200,28960,32,0
3,6,6,3.0,0,0,3.0,3,3,52,0,666666.6667,0.0,0,0,0,316,-1,20,0
31941,64,32,32.0,266,266,10647.0,1,1,40,40,62.61544723,62.61544723,32,0,1,-1,-1,20,0
31089,76,38,38.0,129,129,10363.0,4,4,40,40,64.33143556,64.33143556,38,0,1,-1,-1,20,0
48223,47,47,47.0,79,79,48223.0,48223,0,20,20,20.73699272,20.73699272,47,0,1,-1,-1,20,0
46038664,633,393,15.07142857,2920,0,418533.3091,0,99,852,1440,0.91227669,1.498740276,0,0,1,8192,30,20,0
55041,45,45,45.0,77,77,55041.0,55041,0,20,20,18.16827456,18.16827456,45,0,1,-1,-1,20,0
47817,70,70,70.0,152,152,47817.0,47817,0,20,20,20.91306439,20.91306439,70,0,1,-1,-1,20,0
717,64,32,32.0,76,76,239.0,3,3,40,40,2789.400279,2789.400279,32,0,1,-1,-1,20,0
48069,42,42,42.0,107,107,48069.0,48069,0,32,20,20.80342841,20.80342841,42,0,1,-1,-1,32,0
52942,46,46,46.0,74,74,52942.0,52942,0,20,20,18.88859507,18.88859507,46,0,1,-1,-1,20,0
50238,0,0,0.0,0,0,50238.0,50238,0,32,32,19.90525101,19.90525101,0,1,1,251,113,32,0
17,0,0,0.0,0,0,17.0,17,0,32,32,58823.52941,58823.52941,0,1,1,365,967,32,0
38,0,0,0.0,0,0,38.0,38,0,32,32,26315.78947,26315.78947,0,1,1,370,352,32,0
3,37,37,18.5,0,0,3.0,3,3,64,0,666666.6667,0.0,0,0,0,1039,-1,32,0
5252051,1284,563,40.125,4380,2,63277.72289,0,1,652,1044,6.092857819,9.900893956,0,0,1,8192,8190,20,0
19,6,6,6.0,6,6,6.333333333,0,0,20,60,52631.57895,157894.7368,6,1,3,254,2052,20,0
273,12,6,6.0,0,0,273.0,273,273,40,0,7326.007326000001,0.0,6,0,0,127,-1,20,0
291,43,31,14.33333333,0,0,145.5,48,48,60,0,10309.27835,0.0,6,0,0,60,-1,20,0
6146196,135,46,27.0,46,46,1229239.2,3,3,100,20,0.813511317,0.162702263,6,0,0,258,360,20,0
3,12,6,6.0,0,0,3.0,3,3,40,0,666666.6667,0.0,6,0,0,360,-1,20,0
38316636,90,54,45.0,96,70,12800000.0,480,37700000,52,52,0.052196649000000005,0.052196649000000005,36,0,1,-1,-1,20,0
4,53,53,26.5,0,0,4.0,4,4,64,0,500000.0,0.0,0,0,0,237,-1,32,0
48,6,6,6.0,6,6,48.0,48,0,20,20,20833.33333,20833.33333,6,1,1,65535,256,20,0
16911232,2407,1020,218.8181818,3818,0,676449.28,1,183,232,324,0.650455271,0.886984461,0,0,1,8192,1074,20,0
164,86,43,43.0,102,102,54.66666667,3,4,40,40,12195.12195,12195.12195,43,0,1,-1,-1,20,0
183717,545,188,54.5,1430,0,11482.3125,3,3,212,152,54.43154417,38.10208092,0,0,0,8192,343,20,0
138,84,42,42.0,58,58,46.0,3,3,40,40,14492.75362,14492.75362,42,0,1,-1,-1,20,0
23915,72,36,36.0,101,101,7971.666667,3,3,64,40,83.62952122,83.62952122,36,0,1,-1,-1,32,0
4,12,6,6.0,0,0,4.0,4,4,40,0,500000.0,0.0,6,0,0,34931,-1,20,0
23843,68,34,34.0,66,66,7947.666667,3,3,40,40,83.88206182,83.88206182,34,0,1,-1,-1,20,0
133,96,48,48.0,48,48,44.33333333,4,4,40,40,15037.593980000001,15037.593980000001,48,0,1,-1,-1,20,0
18304,406,299,101.5,6,6,3050.666667,1,1,128,60,218.53146850000002,163.8986014,0,0,0,340,0,32,0
247,60,30,30.0,172,172,82.33333333,1,1,40,40,8097.165992,8097.165992,30,0,1,-1,-1,20,0
7402017,3457,1352,150.30434780000004,1819,0,148040.34,1,3,744,904,3.1072611689999996,3.782752728,0,0,1,29200,7806,32,0
11468502,1773,1448,295.5,771,0,1274278.0,83,386,204,132,0.523172076,0.34878138399999997,0,0,0,65535,6153,32,0
115593397,434,434,27.125,1448,0,3853113.233,23,157,520,488,0.13841621099999998,0.129765198,0,0,0,29200,939,32,0
242,74,37,37.0,173,173,80.66666667,2,2,64,64,8264.462809999999,8264.462809999999,37,0,1,-1,-1,32,0
170,74,37,37.0,131,131,56.66666667,3,4,80,80,11764.70588,11764.70588,37,0,1,-1,-1,40,0
20598,0,0,0.0,0,0,20598.0,20598,20598,64,0,97.09680552,0.0,0,0,0,242,-1,32,0
23820,53,53,53.0,154,154,23820.0,23820,0,32,32,41.98152813,41.98152813,53,0,1,-1,-1,32,0
10227977,743,425,74.3,2816,0,568220.9444,3,48,328,296,0.97771045,0.879939405,0,0,0,29200,237,32,0
116345851,2262,1557,102.81818179999999,1460,0,2908646.275,1,1,460,392,0.18909140100000002,0.16330621,0,0,0,29200,5120,20,0
182629,12,6,6.0,6,6,91314.5,53,182629,40,20,10.95116329,5.475581644,6,1,0,34,325,20,0
52,0,0,0.0,0,0,52.0,52,0,32,32,19230.76923,19230.76923,0,1,1,229,229,32,0
3,31,31,15.5,0,0,3.0,3,3,64,0,666666.6667,0.0,0,0,0,110,-1,32,0
147,80,40,40.0,56,56,49.0,3,3,40,40,13605.442180000002,13605.442180000002,40,0,1,-1,-1,20,0
24091,98,49,49.0,126,126,8030.333333,4,4,64,40,83.01855465,83.01855465,49,0,1,-1,-1,32,0
792,70,35,35.0,89,89,264.0,2,2,40,40,2525.252525,2525.252525,35,0,1,-1,-1,20,0
201,168,84,84.0,212,212,67.0,3,3,40,40,9950.248756,9950.248756,84,0,1,-1,-1,20,0
864,84,42,42.0,102,102,288.0,4,4,40,40,2314.8148149999997,2314.8148149999997,42,0,1,-1,-1,20,0
24518,90,45,45.0,327,327,8172.666667,3,3,40,64,81.57272208,81.57272208,45,0,1,-1,-1,20,0
23739,0,0,0.0,0,0,23739.0,23739,0,32,32,42.12477358,42.12477358,0,1,1,330,972,32,0
153,76,38,38.0,70,70,51.0,3,3,40,40,13071.89542,13071.89542,38,0,1,-1,-1,20,0
38,0,0,0.0,0,0,38.0,38,0,32,32,26315.78947,26315.78947,0,1,1,126,275,32,0
147,82,41,41.0,102,102,49.0,3,3,40,40,13605.442180000002,13605.442180000002,41,0,1,-1,-1,20,0
60753,39,39,39.0,95,95,60753.0,60753,0,32,20,16.46009251,16.46009251,39,0,1,-1,-1,32,0
169,92,46,46.0,110,110,56.33333333,3,3,40,40,11834.319529999999,11834.319529999999,46,0,1,-1,-1,20,0
48291,48,48,48.0,224,224,48291.0,48291,0,20,40,20.70779234,20.70779234,48,0,1,-1,-1,20,0
1,31,31,15.5,0,0,1.0,1,1,64,0,2000000.0,0.0,0,0,0,2424,-1,32,0
16107020,1189,428,132.11111110000002,507,0,1073801.3329999999,27,2222,296,232,0.558762577,0.434593115,0,0,0,29200,35,32,0
61111,42,42,42.0,122,122,61111.0,61111,0,40,20,16.36366612,16.36366612,42,0,1,-1,-1,40,0
209,46,23,23.0,23,23,69.66666667,3,4,64,64,9569.37799,9569.37799,23,0,1,-1,-1,32,0
57954,53,53,53.0,166,166,57954.0,57954,0,20,20,17.25506436,17.25506436,53,0,1,-1,-1,20,0
726,63,63,63.0,123,123,726.0,726,0,20,20,1377.410468,1377.410468,63,0,1,-1,-1,20,0
82259,44,44,44.0,112,112,82259.0,82259,0,20,20,12.15672449,12.15672449,44,0,1,-1,-1,20,0
157,72,36,36.0,97,97,52.33333333,4,4,64,64,12738.8535,12738.8535,36,0,1,-1,-1,32,0
77783,88,44,44.0,112,112,25927.66667,3,3,64,64,25.7125593,25.7125593,44,0,1,-1,-1,32,0
59447,49,49,49.0,81,81,59447.0,59447,0,20,20,16.82170673,16.82170673,49,0,1,-1,-1,20,0
123899,66,33,33.0,88,88,41299.66667,3,48,64,64,16.14218032,16.14218032,33,0,1,-1,-1,32,0
61143903,982,698,65.46666667,2896,0,2183710.821,29,273,488,456,0.24532290699999998,0.228968046,0,0,0,29200,123,32,0
115648037,769,385,30.76,1418,0,2569956.378,3,3,808,680,0.216173146,0.181585443,0,0,0,29200,357,32,0
116053375,432,432,25.41176471,1399,0,3743657.258,3,3,552,488,0.146484322,0.12925087300000002,0,0,0,29200,939,32,0
48022,70,35,35.0,169,169,16007.333330000001,1,1,64,64,41.64757819,41.64757819,35,0,1,-1,-1,32,0
855751,675,358,75.0,1908,0,50338.29412,1,51,296,296,10.51707798,10.51707798,0,0,1,29200,61,32,0
218513,41,41,41.0,162,162,218513.0,218513,0,32,32,4.57638676,4.57638676,41,0,1,-1,-1,32,0
140585,60,30,30.0,89,89,46861.66667,3,3,64,64,14.22626881,14.22626881,30,0,1,-1,-1,32,0
11074,43,37,21.5,6,6,5537.0,62,11074,40,20,180.6032147,90.30160737,6,1,0,40958,0,20,0
100447,42,42,42.0,111,111,100447.0,100447,0,32,40,9.95549892,9.95549892,42,0,1,-1,-1,32,0
72286,107,58,53.5,124,65,24095.33333,449,71837,64,64,27.66787483,27.66787483,49,0,1,-1,-1,32,0
68015359,96,48,48.0,48,48,22700000.0,16241,68000000,64,64,0.029405123,0.029405123,48,0,1,-1,-1,32,0
95020,192,48,48.0,306,306,19004.0,3,3,128,64,42.09640076,21.04820038,48,0,0,-1,-1,32,0
21,6,6,6.0,6,6,21.0,21,0,20,20,47619.04762,47619.04762,6,1,1,288,16226,20,0
191,80,40,40.0,72,72,63.66666667,48,48,40,40,10471.20419,10471.20419,40,0,1,-1,-1,20,0
604416,761,362,44.76470588,4380,0,16789.33333,7,49,352,412,28.12632359,33.08979246,0,0,1,8192,245,20,0
5827125,12,6,4.0,0,0,1942375.0,2,15239,72,32,0.514833644,0.171611215,0,0,0,8192,29200,20,0
61919,66,33,33.0,65,65,20639.66667,3,3,40,40,32.30026325,32.30026325,33,0,1,-1,-1,20,0
23741,48,24,24.0,56,56,7913.666667,3,3,40,40,84.24244977,84.24244977,24,0,1,-1,-1,20,0
15968,12,6,6.0,0,0,15968.0,15968,15968,40,0,125.250501,0.0,6,0,0,64800,-1,20,0
87425,47,47,47.0,109,109,87425.0,87425,0,32,20,11.43837575,11.43837575,47,0,1,-1,-1,32,0
585349,1024,517,102.4,1460,0,22513.42308,3,182,212,352,17.08382521,29.04250285,0,0,1,8192,245,20,0
148783,6,6,6.0,6,6,148783.0,148783,0,20,20,6.721197986,6.721197986,6,1,1,251,245,20,0
461077,888,517,177.6,1460,0,38423.08333,1,447,112,172,10.8441757,17.35068112,0,0,1,8192,245,20,0
455244,966,517,193.2,1553,0,37937.0,2,102,112,172,10.98312114,17.57299382,0,0,1,8192,245,20,0
50,6,6,6.0,6,6,50.0,50,0,20,20,20000.0,20000.0,6,1,1,119,16360,20,0
735432,1038,517,49.42857143,2920,0,14708.64,2,181,432,612,28.55464543,40.79235062,0,0,1,8192,245,20,0
708,50,38,16.66666667,6,6,236.0,4,4,60,20,4237.288136,1412.429379,6,0,0,351,0,20,0
451,56,56,56.0,72,72,451.0,451,0,20,20,2217.2949,2217.2949,56,0,1,-1,-1,20,0
23845,64,32,32.0,48,48,7948.333333,3,4,40,40,83.87502621,83.87502621,32,0,1,-1,-1,20,0
32,6,6,6.0,6,6,32.0,32,0,20,20,31250.0,31250.0,6,1,1,509,257,20,0
26,0,0,0.0,0,0,26.0,26,0,32,32,38461.53846,38461.53846,0,1,1,939,273,32,0
144,12,6,6.0,0,0,144.0,144,144,40,0,13888.88889,0.0,6,0,0,253,-1,20,0
1303,37,37,9.25,1344,1344,325.75,37,54,128,32,3069.838833,767.4597084,0,0,0,65535,5173,32,0
31049,64,32,32.0,266,266,10349.66667,3,3,80,40,64.41431286,64.41431286,32,0,1,-1,-1,40,0
63184,76,38,38.0,89,89,21061.33333,3,49,64,80,31.65358319,31.65358319,38,0,1,-1,-1,32,0
76397435,5104,1571,89.54385965,1900,0,658598.5776,1,1,1844,1928,0.746098347,0.785366681,0,0,1,29200,520,32,0
5088939,349,192,38.77777778,1627,0,391456.8462,20,48,296,168,1.768541537,0.982523076,0,0,0,29200,110,32,0
115789064,773,426,36.80952381,1448,0,3047080.6319999998,3,3,680,584,0.18136427800000002,0.155455095,0,0,0,29200,972,32,0
1,31,31,15.5,0,0,1.0,1,1,64,0,2000000.0,0.0,0,0,0,59,-1,32,0
4,12,6,6.0,0,0,4.0,4,4,40,0,500000.0,0.0,6,0,0,0,-1,20,0
4,31,31,15.5,0,0,4.0,4,4,64,0,500000.0,0.0,0,0,0,59,-1,32,0
67,12,6,6.0,0,0,67.0,67,67,40,0,29850.74627,0.0,6,0,0,303,-1,20,0
2162730,1301,362,86.73333333,261,0,61792.285710000004,3,743,488,680,6.935678517,9.709949924,0,0,1,29200,349,32,0
30860,94,47,47.0,134,134,10286.66667,4,4,64,40,64.808814,64.808814,47,0,1,-1,-1,32,0
172,0,0,0.0,0,0,172.0,172,172,64,0,11627.90698,0.0,0,0,0,342,-1,32,0
732286,74,37,37.0,115,115,244095.3333,4,4,40,64,2.7311733389999997,2.7311733389999997,37,0,1,-1,-1,20,0
1344,84,42,42.0,102,102,448.0,1,1,40,40,1488.095238,1488.095238,42,0,1,-1,-1,20,0
46863,74,37,37.0,222,222,15621.0,3,4,40,40,42.67759213,42.67759213,37,0,1,-1,-1,20,0
46,6,6,6.0,6,6,46.0,46,0,20,20,21739.13043,21739.13043,6,1,1,31,65535,20,0
11347952,1714,852,214.25,912,0,872919.3846,4,29833,184,132,0.7049730209999999,0.528729766,0,0,0,8192,59,20,0
116893329,1412,479,64.18181818,1460,0,2922333.225,42,48,452,524,0.188205779,0.162541354,0,0,0,8192,1013,20,0
40271935,739,485,36.95,1413,0,1184468.676,1,1,652,488,0.496623765,0.372467824,0,0,0,65535,349,32,0
40492786,743,501,33.77272727,1418,0,1065599.632,3,3,716,552,0.5433066520000001,0.419827868,0,0,0,65535,349,32,0
19,6,6,6.0,6,6,19.0,19,0,20,20,52631.57895,52631.57895,6,1,1,335,16560,20,0
926,12,6,6.0,0,0,926.0,926,926,40,0,2159.827214,0.0,6,0,0,30016,-1,20,0
20,6,6,6.0,6,6,20.0,20,0,20,20,50000.0,50000.0,6,1,1,29,16425,20,0
20,6,6,6.0,6,6,10.0,3,0,20,40,50000.0,100000.0,6,0,2,253,371,20,0
50242,56,56,56.0,88,88,50242.0,50242,0,32,32,19.90366626,19.90366626,56,0,1,-1,-1,32,0
111562,124,31,31.0,63,63,22312.4,3,3,80,40,35.85450243,17.92725121,31,0,0,-1,-1,20,0
472074,1475,844,105.3571429,1430,0,20524.95652,1,3,292,212,29.65636743,21.1831196,0,0,0,8192,373,20,0
66086178,96,48,48.0,48,48,22000000.0,86000,66000000,52,52,0.030263514,0.030263514,48,0,1,-1,-1,20,0
23474,55,55,55.0,71,71,23474.0,23474,0,20,20,42.60032376,42.60032376,55,0,1,-1,-1,20,0
218,44,22,22.0,54,54,72.66666667,47,48,52,40,9174.311926999999,9174.311926999999,22,0,1,-1,-1,20,0
157,90,45,45.0,61,61,52.33333333,4,4,40,40,12738.8535,12738.8535,45,0,1,-1,-1,20,0
24041,95,95,95.0,223,223,24041.0,24041,0,32,20,41.5956075,41.5956075,95,0,1,-1,-1,32,0
410079,76,38,38.0,151,151,136693.0,3,3,40,40,4.877109045,4.877109045,38,0,1,-1,-1,20,0
104420248,3272,1485,172.2105263,1220,0,2900562.4439999997,4,299,392,492,0.18195704699999998,0.172380361,0,0,0,8192,132,20,0
15605255,1042,517,130.25,275,0,1040350.333,4,202,180,172,0.512647823,0.512647823,0,0,1,29200,33,20,0
339345,43,43,43.0,233,233,339345.0,339345,0,32,40,2.9468534969999998,2.9468534969999998,43,0,1,-1,-1,32,0
297,60,30,30.0,172,172,99.0,1,1,64,64,6734.006734000001,6734.006734000001,30,0,1,-1,-1,32,0
7014457,545,194,60.55555556,1722,0,350722.85,1,203,200,252,1.283064391,1.710752522,0,0,1,29200,31,20,0
18,6,6,6.0,6,6,18.0,18,0,20,20,55555.55556,55555.55556,6,1,1,343,16560,20,0
174,46,23,23.0,23,23,58.0,1,14,64,64,11494.25287,11494.25287,23,0,1,-1,-1,32,0
47,6,6,6.0,6,6,47.0,47,0,20,20,21276.59574,21276.59574,6,1,1,946,16425,20,0
192,68,34,34.0,50,50,64.0,1,1,64,64,10416.66667,10416.66667,34,0,1,-1,-1,32,0
74,6,6,6.0,6,6,74.0,74,0,20,20,13513.513509999999,13513.513509999999,6,1,1,18090,64209,20,0
116863,152,38,38.0,219,219,23372.6,3,3,104,40,34.22811326,17.11405663,38,0,0,-1,-1,20,0
50188,54,54,54.0,70,70,50188.0,50188,0,20,20,19.92508169,19.92508169,54,0,1,-1,-1,20,0
5485757,376,230,53.71428571,85,0,498705.1818,1,4,152,112,1.276031731,0.9114512359999999,0,0,0,8192,4395,20,0
6079256,617,517,88.14285714,152,0,607925.6,4,4,152,92,1.151456691,0.6579752520000001,0,0,0,8192,232,20,0
5656672,319,225,53.16666667,145,2,628519.1111,4,4,132,84,1.060694345,0.707129563,0,0,0,8192,30016,20,0
523,12,6,6.0,0,0,523.0,523,523,40,0,3824.091778,0.0,6,0,0,330,-1,20,0
4,12,6,6.0,0,0,4.0,4,4,40,0,500000.0,0.0,6,0,0,2,-1,20,0
16,6,6,6.0,6,6,16.0,16,0,20,20,62500.0,62500.0,6,0,1,0,0,20,0
4,12,6,6.0,0,0,4.0,4,4,40,0,500000.0,0.0,6,0,0,22,-1,20,0
274567,105,58,52.5,186,175,91522.33333,23639,213116,40,40,7.284196571,7.284196571,47,0,1,-1,-1,20,0
4196915,43,31,14.33333333,0,0,1398971.667,48,48,60,32,0.71481076,0.23827025300000002,0,0,0,251,18,20,0
60542,50,50,50.0,78,78,60542.0,60542,0,32,20,16.51745895,16.51745895,50,0,1,-1,-1,32,0
46991,168,42,42.0,139,139,9398.2,1,1,80,40,85.12268307,42.56134153,42,0,0,-1,-1,20,0
66094588,96,48,48.0,48,48,22000000.0,94107,66000000,64,64,0.030259664,0.030259664,48,0,1,-1,-1,32,0
4566291,135,46,27.0,46,46,913258.2,48,48,100,20,1.094980587,0.218996117,6,0,0,251,131,20,0
399199,45,45,45.0,45,45,399199.0,399199,0,32,20,2.505016295,2.505016295,45,0,1,-1,-1,32,0
60841,196,49,49.0,155,155,12168.2,4,4,80,40,65.74513897,32.87256948,49,0,0,-1,-1,20,0
30282095,412,412,45.77777778,2796,0,1682338.611,1,49,300,328,0.29720532899999996,0.33022814300000003,0,0,1,65535,114,32,0
3635,38,38,12.66666667,6,6,1211.666667,3,3,96,20,825.3094911000003,275.10316370000004,0,0,0,349,0,32,0
115724846,1093,366,22.30612245,2896,0,1091743.83,1,1,1576,1864,0.423418148,0.501188829,0,0,1,29200,126,32,0
61182,58,58,58.0,186,186,61182.0,61182,0,32,32,16.34467654,16.34467654,58,0,1,-1,-1,32,0
