avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,city,last_trip_date,phone,signup_date,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct
1.78,4.6,4.6,1.18,Astapor,2014-05-02,Android,2014-01-15,17.4,21,True,70.7
6.02,5.0,5.0,1.0,Winterfell,2014-03-28,Android,2014-01-19,0.0,0,False,100.0
5.1,4.4,3.0,1.0,Winterfell,2014-06-21,iPhone,2014-01-29,0.0,1,True,80.0
7.13,4.0,5.0,1.0,Winterfell,2014-01-11,iPhone,2014-01-10,0.0,1,True,100.0
2.84,5.0,5.0,1.0,King's Landing,2014-02-01,Android,2014-01-16,0.0,2,True,0.0
10.06,5.0,3.9,1.25,Astapor,2014-04-25,Android,2014-01-25,25.0,6,True,37.5
4.68,5.0,5.0,1.0,Astapor,2014-05-22,iPhone,2014-01-19,0.0,1,False,100.0
6.89,4.8,4.5,1.0,Astapor,2014-06-15,iPhone,2014-01-25,0.0,3,True,0.0
12.05,5.0,5.0,1.0,Astapor,2014-01-12,iPhone,2014-01-11,0.0,1,False,0.0
6.53,5.0,4.3,1.0,King's Landing,2014-05-26,Android,2014-01-30,0.0,2,False,100.0
4.46,5.0,5.0,1.38,Astapor,2014-05-03,iPhone,2014-01-13,50.0,0,False,0.0
7.93,4.9,4.0,1.07,Winterfell,2014-05-25,iPhone,2014-01-09,14.3,2,True,42.9
10.06,4.8,5.0,1.1,Winterfell,2014-06-23,iPhone,2014-01-06,10.0,1,True,60.0
8.77,5.0,,1.0,Winterfell,2014-05-11,iPhone,2014-01-12,0.0,1,False,60.0
3.07,5.0,,1.0,Winterfell,2014-02-03,Android,2014-01-11,0.0,1,True,100.0
9.18,5.0,4.5,1.0,Astapor,2014-05-24,iPhone,2014-01-25,0.0,2,False,33.3
2.43,,,1.75,Winterfell,2014-01-05,iPhone,2014-01-01,100.0,1,False,0.0
1.56,4.7,5.0,1.0,Winterfell,2014-06-20,iPhone,2014-01-15,0.0,11,True,100.0
6.93,4.4,5.0,1.0,Winterfell,2014-05-20,iPhone,2014-01-17,0.0,2,True,60.0
2.81,5.0,4.3,1.0,Astapor,2014-01-25,Android,2014-01-24,0.0,3,True,66.7
2.08,4.7,4.8,1.17,King's Landing,2014-05-11,Android,2014-01-26,16.7,0,True,83.3
3.98,4.9,4.0,1.02,Winterfell,2014-06-26,Android,2014-01-12,7.7,3,True,46.2
1.21,5.0,,1.0,King's Landing,2014-04-09,Android,2014-01-23,0.0,0,False,100.0
0.78,5.0,4.0,1.0,King's Landing,2014-01-25,Android,2014-01-25,0.0,1,False,0.0
2.74,5.0,4.0,1.0,Winterfell,2014-01-18,iPhone,2014-01-17,0.0,2,False,50.0
3.86,4.8,5.0,1.11,King's Landing,2014-06-21,iPhone,2014-01-19,14.6,21,False,63.4
2.96,4.9,5.0,1.13,King's Landing,2014-06-26,iPhone,2014-01-23,20.0,8,True,62.9
2.8,5.0,5.0,1.0,Winterfell,2014-05-03,iPhone,2014-01-11,0.0,0,False,0.0
1.85,5.0,5.0,1.75,King's Landing,2014-06-29,iPhone,2014-01-09,66.7,1,False,33.3
2.75,5.0,4.6,1.06,King's Landing,2014-06-15,iPhone,2014-01-15,22.2,4,False,55.6
1.63,5.0,5.0,1.0,Astapor,2014-05-09,iPhone,2014-01-11,0.0,0,True,100.0
4.4,4.7,4.7,1.11,Winterfell,2014-05-29,iPhone,2014-01-31,28.6,2,False,57.1
3.13,5.0,,1.5,Winterfell,2014-06-14,Android,2014-01-09,50.0,0,False,100.0
2.31,5.0,,1.0,Astapor,2014-03-25,iPhone,2014-01-05,0.0,0,True,100.0
6.48,4.8,5.0,1.75,Winterfell,2014-05-19,iPhone,2014-01-16,33.3,4,False,50.0
19.68,5.0,5.0,1.0,Winterfell,2014-06-20,iPhone,2014-01-10,0.0,0,False,100.0
8.7,5.0,4.6,1.0,Winterfell,2014-01-12,iPhone,2014-01-04,0.0,5,False,20.0
8.05,5.0,4.5,1.0,Astapor,2014-04-08,Android,2014-01-05,0.0,3,False,50.0
5.92,4.8,2.7,1.0,Winterfell,2014-06-01,iPhone,2014-01-28,0.0,2,False,55.6
9.65,1.0,,1.0,Astapor,2014-01-17,,2014-01-16,0.0,1,True,100.0
2.89,4.8,4.9,1.08,King's Landing,2014-06-27,iPhone,2014-01-22,14.3,2,False,57.1
3.8,5.0,4.8,1.21,Winterfell,2014-06-30,iPhone,2014-01-31,16.7,6,False,16.7
10.65,4.0,5.0,1.0,Winterfell,2014-04-23,Android,2014-01-12,0.0,0,False,50.0
3.24,4.8,4.6,1.09,Winterfell,2014-06-30,iPhone,2014-01-09,5.7,7,False,62.9
4.65,4.0,5.0,1.38,King's Landing,2014-03-15,Android,2014-01-09,50.0,1,False,100.0
10.77,4.8,3.3,1.15,Astapor,2014-04-27,iPhone,2014-01-30,20.0,0,True,20.0
1.91,5.0,3.0,1.0,King's Landing,2014-05-12,Android,2014-01-25,0.0,0,False,0.0
3.49,4.8,4.3,1.0,Astapor,2014-05-18,iPhone,2014-01-06,0.0,0,False,25.0
7.12,3.0,2.0,1.25,Winterfell,2014-04-26,Android,2014-01-30,100.0,0,False,100.0
4.04,4.5,5.0,1.2,Winterfell,2014-06-29,iPhone,2014-01-17,9.1,3,True,54.5
4.29,4.7,4.9,1.12,King's Landing,2014-06-28,iPhone,2014-01-19,20.0,1,False,64.0
5.63,5.0,4.9,1.09,King's Landing,2014-06-22,iPhone,2014-01-03,10.3,5,False,44.8
2.93,5.0,4.5,1.88,Astapor,2014-05-04,iPhone,2014-01-07,50.0,0,False,50.0
3.26,4.9,4.8,1.15,King's Landing,2014-06-14,iPhone,2014-01-21,23.1,1,False,76.9
1.87,2.5,5.0,1.0,Astapor,2014-01-17,iPhone,2014-01-11,0.0,2,False,100.0
3.84,5.0,5.0,1.0,Astapor,2014-01-13,iPhone,2014-01-12,0.0,2,False,0.0
4.13,5.0,4.7,1.25,Winterfell,2014-04-01,iPhone,2014-01-20,33.3,2,False,100.0
2.31,5.0,5.0,1.0,King's Landing,2014-04-06,iPhone,2014-01-18,0.0,0,True,0.0
3.52,5.0,4.7,1.0,Astapor,2014-02-26,iPhone,2014-01-14,0.0,0,True,100.0
13.03,4.0,5.0,1.0,Winterfell,2014-01-16,iPhone,2014-01-16,0.0,1,False,100.0
3.15,4.0,,1.0,Winterfell,2014-05-31,iPhone,2014-01-21,0.0,0,False,0.0
3.55,5.0,,1.0,Astapor,2014-01-08,Android,2014-01-07,0.0,1,False,100.0
4.88,5.0,2.0,1.0,Winterfell,2014-02-23,iPhone,2014-01-26,0.0,1,False,0.0
3.29,4.9,4.5,1.15,King's Landing,2014-07-01,iPhone,2014-01-15,27.8,0,False,91.7
2.45,4.3,5.0,1.0,Winterfell,2014-05-25,Android,2014-01-22,0.0,4,False,28.6
1.72,5.0,,1.0,Astapor,2014-03-28,Android,2014-01-22,0.0,0,False,100.0
11.93,5.0,4.0,1.0,King's Landing,2014-05-13,iPhone,2014-01-14,0.0,0,False,100.0
14.01,5.0,5.0,1.0,Astapor,2014-04-03,iPhone,2014-01-07,0.0,0,False,100.0
3.28,4.8,4.9,1.02,King's Landing,2014-06-23,iPhone,2014-01-09,4.5,30,True,65.2
2.33,4.3,3.4,1.16,Astapor,2014-06-27,iPhone,2014-01-16,17.1,7,True,80.0
4.34,5.0,5.0,1.25,King's Landing,2014-06-29,iPhone,2014-01-24,40.0,3,True,40.0
1.52,5.0,5.0,1.0,Astapor,2014-01-25,iPhone,2014-01-22,0.0,2,False,100.0
4.69,4.2,4.4,1.06,Winterfell,2014-06-19,iPhone,2014-01-28,22.2,2,True,88.9
1.15,4.9,4.7,1.03,Astapor,2014-05-03,iPhone,2014-01-24,6.7,4,True,93.3
2.05,5.0,,1.0,Winterfell,2014-03-08,Android,2014-01-16,0.0,0,False,0.0
2.38,5.0,,1.0,Astapor,2014-05-17,Android,2014-01-29,0.0,0,False,100.0
2.44,4.5,5.0,1.63,Astapor,2014-01-26,iPhone,2014-01-25,50.0,2,False,0.0
14.81,4.6,4.3,1.36,Winterfell,2014-05-29,iPhone,2014-01-21,9.1,2,False,100.0
3.34,4.6,5.0,1.0,Winterfell,2014-06-05,iPhone,2014-01-31,0.0,1,False,68.8
2.98,5.0,3.0,1.0,Astapor,2014-05-24,Android,2014-01-25,0.0,0,False,25.0
3.29,4.7,3.0,1.07,Astapor,2014-06-30,iPhone,2014-01-16,10.6,11,False,61.7
2.68,4.6,4.5,1.52,Astapor,2014-04-20,Android,2014-01-18,40.7,6,False,48.1
17.83,5.0,,1.0,Astapor,2014-02-11,iPhone,2014-01-28,0.0,1,False,100.0
1.97,,,1.0,King's Landing,2014-06-25,Android,2014-01-19,0.0,0,True,100.0
1.82,5.0,3.7,1.31,Winterfell,2014-03-13,Android,2014-01-13,50.0,2,False,100.0
2.02,5.0,5.0,1.0,Astapor,2014-05-20,Android,2014-01-23,0.0,0,False,100.0
1.96,4.6,3.0,1.0,Astapor,2014-06-15,iPhone,2014-01-18,0.0,1,True,40.0
9.46,5.0,,1.0,Astapor,2014-01-26,Android,2014-01-26,0.0,1,False,0.0
6.34,4.0,5.0,1.0,Winterfell,2014-04-01,Android,2014-01-24,0.0,0,False,100.0
2.17,4.0,,1.0,Winterfell,2014-06-29,iPhone,2014-01-26,0.0,0,False,0.0
37.64,5.0,,1.0,King's Landing,2014-05-25,iPhone,2014-01-29,0.0,0,False,0.0
5.31,4.0,5.0,1.0,Astapor,2014-01-08,iPhone,2014-01-02,0.0,4,False,100.0
3.61,5.0,5.0,1.0,Winterfell,2014-06-23,Android,2014-01-02,0.0,0,True,0.0
17.76,5.0,,1.0,Winterfell,2014-05-15,Android,2014-01-03,0.0,0,False,100.0
3.19,5.0,5.0,1.25,Winterfell,2014-06-21,iPhone,2014-01-06,25.0,1,True,50.0
0.5,5.0,,1.0,Astapor,2014-01-28,iPhone,2014-01-28,0.0,1,False,100.0
2.58,5.0,5.0,1.0,Winterfell,2014-06-28,iPhone,2014-01-27,0.0,0,False,50.0
2.39,5.0,,1.0,Winterfell,2014-03-06,Android,2014-01-12,0.0,0,False,100.0
0.3,5.0,,1.0,Winterfell,2014-05-18,iPhone,2014-01-25,0.0,0,False,0.0
5.42,5.0,,1.0,Astapor,2014-01-12,iPhone,2014-01-12,0.0,1,True,0.0
4.67,4.4,4.2,1.09,Winterfell,2014-04-06,iPhone,2014-01-25,7.1,2,False,50.0
1.9,5.0,5.0,1.0,Winterfell,2014-03-02,iPhone,2014-01-21,0.0,0,True,0.0
5.34,4.9,5.0,1.1,Winterfell,2014-06-30,iPhone,2014-01-11,14.3,5,True,28.6
4.83,4.9,4.9,1.09,Winterfell,2014-04-06,iPhone,2014-01-10,12.5,0,False,12.5
11.41,4.8,4.4,1.06,Winterfell,2014-05-24,iPhone,2014-01-17,5.4,6,False,59.5
2.17,4.8,4.5,1.42,Astapor,2014-05-04,iPhone,2014-01-21,33.3,1,True,33.3
4.03,5.0,,1.0,Astapor,2014-01-08,iPhone,2014-01-07,0.0,1,False,100.0
13.61,5.0,5.0,1.0,Winterfell,2014-03-06,iPhone,2014-01-17,0.0,0,False,100.0
23.9,5.0,,1.0,Winterfell,2014-04-13,iPhone,2014-01-20,0.0,0,True,50.0
3.02,4.8,4.9,1.47,Winterfell,2014-06-26,iPhone,2014-01-01,36.4,1,False,22.7
3.66,4.7,4.9,1.02,Astapor,2014-07-01,iPhone,2014-01-23,3.4,40,True,89.8
25.29,5.0,4.0,1.0,Astapor,2014-02-25,Android,2014-01-28,0.0,3,True,100.0
4.35,5.0,4.5,1.0,Astapor,2014-03-10,,2014-01-31,0.0,0,False,40.0
6.31,4.8,3.8,1.0,Winterfell,2014-01-11,Android,2014-01-01,0.0,4,False,100.0
13.47,5.0,5.0,1.0,King's Landing,2014-03-28,iPhone,2014-01-22,0.0,0,False,100.0
3.93,5.0,4.0,1.0,King's Landing,2014-01-10,iPhone,2014-01-02,0.0,1,False,100.0
14.64,5.0,5.0,1.0,Astapor,2014-01-16,iPhone,2014-01-16,0.0,1,True,100.0
3.12,5.0,5.0,1.0,Winterfell,2014-04-12,iPhone,2014-01-25,0.0,1,True,25.0
4.37,5.0,5.0,1.0,Winterfell,2014-02-02,iPhone,2014-01-22,0.0,1,False,0.0
5.72,5.0,4.0,1.42,Winterfell,2014-05-16,iPhone,2014-01-21,66.7,0,False,100.0
4.6,5.0,5.0,1.0,Astapor,2014-05-02,iPhone,2014-01-18,0.0,0,False,100.0
9.42,,,1.0,Winterfell,2014-03-15,Android,2014-01-04,0.0,0,False,0.0
0.63,5.0,5.0,1.0,Winterfell,2014-02-17,iPhone,2014-01-30,0.0,2,False,100.0
2.73,4.5,4.7,1.44,Astapor,2014-06-18,iPhone,2014-01-31,25.0,2,True,87.5
4.17,4.0,,1.0,Astapor,2014-06-19,iPhone,2014-01-28,0.0,0,False,100.0
6.21,4.8,5.0,1.29,Astapor,2014-06-29,iPhone,2014-01-04,21.4,1,True,42.9
0.02,5.0,4.0,1.0,Winterfell,2014-01-25,iPhone,2014-01-24,0.0,1,False,100.0
12.41,5.0,4.5,1.0,King's Landing,2014-06-05,Android,2014-01-01,0.0,0,False,100.0
1.75,5.0,4.5,1.0,Astapor,2014-04-12,iPhone,2014-01-21,0.0,0,True,0.0
6.81,4.3,5.0,1.56,Winterfell,2014-03-19,iPhone,2014-01-18,50.0,0,True,50.0
4.59,4.8,3.0,1.0,Winterfell,2014-06-10,iPhone,2014-01-24,0.0,4,False,66.7
4.41,5.0,4.7,1.04,Astapor,2014-06-28,iPhone,2014-01-06,8.3,1,True,50.0
3.96,4.8,4.7,1.41,Astapor,2014-06-02,iPhone,2014-01-25,34.3,9,False,65.7
2.43,4.2,4.1,1.0,Winterfell,2014-06-24,iPhone,2014-01-11,0.0,16,True,86.7
2.55,4.6,4.9,1.11,Winterfell,2014-06-29,iPhone,2014-01-19,12.6,21,True,58.3
15.6,5.0,5.0,1.0,Winterfell,2014-01-15,Android,2014-01-15,0.0,1,True,100.0
8.21,5.0,4.0,1.0,Astapor,2014-01-31,iPhone,2014-01-20,0.0,2,False,100.0
4.97,4.6,4.4,1.08,Winterfell,2014-06-25,Android,2014-01-28,5.6,2,False,61.1
22.17,5.0,,1.0,King's Landing,2014-06-20,iPhone,2014-01-25,0.0,0,False,100.0
7.61,4.7,5.0,1.0,Winterfell,2014-05-14,Android,2014-01-26,0.0,2,False,50.0
2.51,5.0,4.3,1.0,Astapor,2014-04-26,iPhone,2014-01-24,0.0,2,True,54.5
1.13,5.0,3.0,1.0,Winterfell,2014-05-13,iPhone,2014-01-30,0.0,0,False,100.0
7.8,4.0,,1.0,Astapor,2014-04-09,Android,2014-01-24,0.0,0,True,100.0
4.79,5.0,4.3,1.22,Astapor,2014-06-29,iPhone,2014-01-25,11.1,5,True,44.4
2.66,4.8,4.8,1.43,Astapor,2014-06-13,iPhone,2014-01-18,33.3,3,True,27.8
14.54,5.0,5.0,1.0,Winterfell,2014-01-29,Android,2014-01-28,0.0,1,False,100.0
1.79,5.0,4.5,1.0,Winterfell,2014-01-13,Android,2014-01-11,0.0,3,False,0.0
10.76,5.0,4.0,1.0,Astapor,2014-01-26,Android,2014-01-25,0.0,1,True,0.0
1.78,5.0,,1.0,King's Landing,2014-01-25,iPhone,2014-01-24,0.0,1,False,100.0
2.59,5.0,4.0,1.0,King's Landing,2014-06-11,iPhone,2014-01-15,0.0,0,False,100.0
9.52,5.0,4.5,1.0,Astapor,2014-05-24,iPhone,2014-01-25,0.0,1,False,25.0
3.46,4.8,2.8,1.0,Winterfell,2014-05-10,Android,2014-01-30,0.0,17,False,54.2
3.97,4.8,4.8,1.05,King's Landing,2014-06-19,iPhone,2014-01-22,8.7,9,True,82.6
14.47,5.0,,1.0,Winterfell,2014-01-20,Android,2014-01-20,0.0,1,False,100.0
5.27,4.9,4.8,1.37,Astapor,2014-05-31,Android,2014-01-16,31.6,9,True,42.1
2.11,4.6,4.8,1.05,King's Landing,2014-06-29,Android,2014-01-26,4.5,5,False,63.6
5.2,4.8,4.9,1.12,Winterfell,2014-06-22,Android,2014-01-27,11.8,5,True,47.1
12.21,3.0,4.0,1.0,Winterfell,2014-01-31,iPhone,2014-01-30,0.0,1,False,100.0
6.91,5.0,,1.0,Astapor,2014-06-28,iPhone,2014-01-04,0.0,0,False,100.0
3.19,4.7,4.0,1.0,Winterfell,2014-06-29,iPhone,2014-01-10,0.0,4,False,23.1
2.21,5.0,5.0,1.08,Winterfell,2014-06-27,iPhone,2014-01-21,33.3,0,False,100.0
1.76,5.0,3.0,1.0,Astapor,2014-05-02,iPhone,2014-01-23,0.0,0,False,100.0
10.73,4.7,4.6,1.0,Astapor,2014-05-03,iPhone,2014-01-13,0.0,0,False,91.7
8.85,5.0,5.0,1.0,Winterfell,2014-01-23,iPhone,2014-01-22,0.0,2,False,100.0
6.65,5.0,5.0,1.11,Astapor,2014-06-01,iPhone,2014-01-10,33.3,2,True,33.3
4.89,5.0,5.0,1.1,Astapor,2014-07-01,iPhone,2014-01-11,40.0,1,False,40.0
1.91,5.0,5.0,1.0,Astapor,2014-01-14,Android,2014-01-13,0.0,2,True,100.0
19.18,5.0,5.0,1.0,Winterfell,2014-01-22,iPhone,2014-01-21,0.0,1,True,100.0
4.19,5.0,4.0,1.25,Astapor,2014-01-26,Android,2014-01-24,66.7,3,False,0.0
1.95,5.0,5.0,1.0,Winterfell,2014-01-26,iPhone,2014-01-18,0.0,2,False,50.0
5.7,5.0,3.0,1.0,Winterfell,2014-02-19,Android,2014-01-14,0.0,0,True,100.0
1.92,4.4,4.0,1.0,Winterfell,2014-04-08,Android,2014-01-05,0.0,2,False,50.0
3.59,4.8,5.0,1.21,Astapor,2014-06-27,iPhone,2014-01-18,21.4,3,True,64.3
37.37,5.0,,1.0,Winterfell,2014-01-23,iPhone,2014-01-23,0.0,1,False,100.0
2.04,4.0,5.0,1.0,Astapor,2014-03-18,iPhone,2014-01-13,0.0,0,False,100.0
5.22,5.0,5.0,1.0,Astapor,2014-04-07,iPhone,2014-01-15,0.0,0,True,50.0
3.5,5.0,2.5,1.0,Astapor,2014-06-19,iPhone,2014-01-23,0.0,0,False,100.0
2.41,5.0,5.0,1.0,Astapor,2014-02-07,iPhone,2014-01-11,0.0,5,True,80.0
3.89,5.0,4.8,1.03,King's Landing,2014-06-27,iPhone,2014-01-24,5.1,6,True,69.2
3.25,5.0,,1.0,Winterfell,2014-03-15,iPhone,2014-01-18,0.0,1,True,0.0
6.75,4.8,4.4,1.0,Winterfell,2014-06-28,iPhone,2014-01-31,0.0,3,True,46.7
4.29,4.8,4.2,1.0,Winterfell,2014-06-11,iPhone,2014-01-11,0.0,1,False,43.8
4.77,4.5,5.0,1.04,King's Landing,2014-04-29,Android,2014-01-05,16.7,0,True,66.7
4.93,5.0,5.0,1.0,Astapor,2014-03-22,iPhone,2014-01-31,0.0,3,True,25.0
6.94,5.0,5.0,1.0,Winterfell,2014-06-18,iPhone,2014-01-23,0.0,2,True,100.0
7.13,5.0,5.0,1.0,Winterfell,2014-01-19,Android,2014-01-19,0.0,2,True,0.0
2.66,5.0,4.8,1.09,Astapor,2014-06-27,Android,2014-01-30,17.6,2,True,82.4
1.17,4.6,4.2,1.0,Astapor,2014-06-15,iPhone,2014-01-21,0.0,2,True,0.0
7.17,4.5,3.1,1.0,Winterfell,2014-06-30,iPhone,2014-01-27,0.0,0,True,91.7
3.53,5.0,5.0,1.0,Astapor,2014-01-10,Android,2014-01-09,0.0,1,False,100.0
3.11,4.7,4.9,1.12,King's Landing,2014-07-01,iPhone,2014-01-17,26.7,6,True,66.7
18.0,5.0,,1.0,Winterfell,2014-05-04,Android,2014-01-19,0.0,0,False,0.0
3.38,5.0,,1.0,Astapor,2014-03-16,iPhone,2014-01-29,0.0,0,True,0.0
14.13,4.3,5.0,1.0,Astapor,2014-04-25,iPhone,2014-01-31,0.0,0,True,100.0
3.97,5.0,4.5,1.0,Winterfell,2014-06-25,iPhone,2014-01-25,0.0,1,True,33.3
2.37,4.3,3.4,1.0,Astapor,2014-04-29,iPhone,2014-01-21,0.0,1,True,100.0
6.42,4.9,3.8,1.0,Winterfell,2014-03-15,iPhone,2014-01-24,0.0,2,True,75.0
1.44,5.0,,1.0,Astapor,2014-05-04,iPhone,2014-01-11,0.0,0,True,0.0
2.92,4.7,4.0,1.12,Winterfell,2014-06-29,iPhone,2014-01-07,15.9,16,False,71.6
11.59,5.0,3.0,1.0,Winterfell,2014-06-26,iPhone,2014-01-28,0.0,0,False,100.0
2.76,5.0,,1.0,Astapor,2014-05-18,iPhone,2014-01-24,0.0,0,False,50.0
3.07,4.7,4.9,1.16,King's Landing,2014-06-23,iPhone,2014-01-18,15.8,9,False,42.1
3.07,5.0,5.0,1.0,King's Landing,2014-01-04,iPhone,2014-01-03,0.0,1,False,100.0
2.11,5.0,,1.1,King's Landing,2014-06-29,Android,2014-01-26,40.0,4,True,40.0
2.02,4.8,4.8,1.15,King's Landing,2014-06-22,iPhone,2014-01-17,27.8,0,False,50.0
3.24,4.4,4.2,1.0,Winterfell,2014-06-18,Android,2014-01-16,0.0,4,True,71.4
14.35,5.0,,1.0,King's Landing,2014-06-09,iPhone,2014-01-18,0.0,1,False,100.0
17.55,5.0,,1.0,Winterfell,2014-05-29,Android,2014-01-29,0.0,0,True,100.0
3.96,5.0,4.9,1.0,Astapor,2014-04-05,iPhone,2014-01-23,0.0,4,False,62.5
18.09,5.0,5.0,1.0,Winterfell,2014-05-27,Android,2014-01-14,0.0,1,True,100.0
2.06,4.7,4.9,1.01,Astapor,2014-06-27,iPhone,2014-01-03,2.2,11,True,84.1
5.12,4.6,4.3,1.09,Winterfell,2014-06-25,iPhone,2014-01-17,9.1,2,True,72.7
13.43,4.5,4.5,1.0,Winterfell,2014-01-23,iPhone,2014-01-21,0.0,2,False,100.0
1.46,5.0,,1.0,Winterfell,2014-02-12,iPhone,2014-01-23,0.0,1,False,100.0
9.94,5.0,4.7,1.09,Winterfell,2014-03-12,Android,2014-01-25,12.5,5,False,50.0
2.44,4.5,4.6,1.02,Winterfell,2014-06-26,iPhone,2014-01-06,4.5,4,False,59.1
3.34,4.0,,1.0,Astapor,2014-06-19,Android,2014-01-04,0.0,2,True,57.1
1.38,5.0,5.0,1.0,Astapor,2014-02-27,iPhone,2014-01-18,0.0,0,True,100.0
2.02,5.0,5.0,1.0,Astapor,2014-04-25,iPhone,2014-01-30,0.0,0,False,33.3
0.0,4.0,,1.0,Winterfell,2014-02-15,iPhone,2014-01-11,0.0,0,False,0.0
5.89,4.0,4.0,1.0,Winterfell,2014-01-24,Android,2014-01-11,0.0,2,False,50.0
2.7,4.9,5.0,1.07,Winterfell,2014-03-20,Android,2014-01-30,13.6,10,True,63.6
14.92,5.0,,1.0,Winterfell,2014-01-02,iPhone,2014-01-02,0.0,1,False,100.0
10.1,4.9,5.0,1.04,Astapor,2014-06-03,iPhone,2014-01-09,14.3,4,True,57.1
3.82,5.0,4.6,1.09,Winterfell,2014-06-21,Android,2014-01-20,9.1,0,True,27.3
3.09,4.3,4.8,1.0,Winterfell,2014-05-03,Android,2014-01-31,0.0,2,False,50.0
3.9,5.0,3.5,1.08,Astapor,2014-03-23,iPhone,2014-01-17,33.3,0,False,66.7
15.15,3.0,5.0,1.0,Winterfell,2014-06-10,iPhone,2014-01-30,0.0,0,False,100.0
5.03,4.4,5.0,1.0,Winterfell,2014-04-04,Android,2014-01-17,0.0,1,False,60.0
9.92,5.0,,1.0,King's Landing,2014-07-01,iPhone,2014-01-29,0.0,0,True,100.0
11.17,5.0,5.0,1.0,Winterfell,2014-06-21,iPhone,2014-01-31,0.0,0,True,50.0
7.15,5.0,5.0,1.0,Winterfell,2014-05-31,Android,2014-01-02,0.0,0,False,100.0
1.69,4.0,5.0,1.25,Winterfell,2014-01-20,iPhone,2014-01-19,50.0,2,False,0.0
7.17,5.0,5.0,1.0,Astapor,2014-05-30,Android,2014-01-13,0.0,1,True,50.0
2.67,5.0,4.7,1.05,Winterfell,2014-06-07,Android,2014-01-04,20.0,2,False,60.0
3.98,4.8,5.0,1.0,Winterfell,2014-06-15,iPhone,2014-01-22,0.0,1,False,50.0
4.09,5.0,,1.0,Astapor,2014-01-24,Android,2014-01-21,0.0,1,True,100.0
9.57,5.0,5.0,1.0,Winterfell,2014-04-27,Android,2014-01-22,0.0,0,False,0.0
16.29,5.0,5.0,1.0,King's Landing,2014-01-10,,2014-01-09,0.0,2,True,100.0
2.4,5.0,4.5,1.0,Winterfell,2014-06-30,iPhone,2014-01-14,0.0,4,False,87.5
10.28,5.0,3.0,4.0,Astapor,2014-02-09,iPhone,2014-01-20,100.0,1,False,0.0
3.76,4.0,,1.0,Astapor,2014-01-11,Android,2014-01-10,0.0,1,True,100.0
1.09,4.3,,1.0,Winterfell,2014-06-20,Android,2014-01-19,0.0,1,True,100.0
3.95,5.0,,1.0,Winterfell,2014-04-25,Android,2014-01-16,0.0,1,True,66.7
2.84,4.8,3.8,1.06,Astapor,2014-06-24,iPhone,2014-01-11,8.3,2,True,58.3
2.03,5.0,5.0,1.0,Winterfell,2014-03-16,iPhone,2014-01-05,0.0,0,False,0.0
17.93,5.0,,1.0,Astapor,2014-01-05,iPhone,2014-01-01,0.0,1,False,0.0
2.84,4.7,5.0,1.03,King's Landing,2014-06-29,iPhone,2014-01-11,9.1,2,False,45.5
2.95,4.9,4.8,1.22,Astapor,2014-06-20,iPhone,2014-01-24,11.8,7,True,29.4
1.38,5.0,5.0,1.0,Winterfell,2014-01-22,iPhone,2014-01-18,0.0,2,False,50.0
4.8,4.7,4.7,1.03,Winterfell,2014-06-30,iPhone,2014-01-24,1.5,14,False,62.1
2.41,4.8,4.2,1.08,King's Landing,2014-06-14,Android,2014-01-09,15.4,0,False,92.3
3.63,4.7,,1.0,Winterfell,2014-03-22,Android,2014-01-04,0.0,1,True,0.0
1.92,5.0,5.0,1.13,Astapor,2014-01-19,iPhone,2014-01-18,50.0,2,False,0.0
5.05,5.0,5.0,1.0,Winterfell,2014-03-06,Android,2014-01-22,0.0,0,False,100.0
2.19,4.8,4.9,1.25,Astapor,2014-06-29,iPhone,2014-01-14,26.0,6,True,79.2
15.66,5.0,5.0,1.0,Winterfell,2014-02-23,Android,2014-01-21,0.0,1,True,50.0
2.17,5.0,3.0,1.0,Winterfell,2014-03-23,iPhone,2014-01-06,0.0,0,False,33.3
1.81,4.5,5.0,1.0,Astapor,2014-06-20,iPhone,2014-01-30,0.0,0,True,100.0
1.57,5.0,4.3,1.17,King's Landing,2014-06-08,iPhone,2014-01-19,16.7,0,False,50.0
4.31,4.7,4.5,1.0,Winterfell,2014-06-30,iPhone,2014-01-02,0.0,3,True,75.0
3.56,5.0,5.0,1.0,Astapor,2014-01-26,Android,2014-01-25,0.0,1,False,0.0
2.51,4.0,5.0,1.0,King's Landing,2014-01-26,iPhone,2014-01-24,0.0,3,False,0.0
7.37,4.8,5.0,1.0,Winterfell,2014-06-04,Android,2014-01-25,0.0,1,True,64.3
6.8,4.8,4.5,1.0,Winterfell,2014-06-29,iPhone,2014-01-10,0.0,0,True,46.2
3.32,4.5,5.0,1.0,Astapor,2014-05-19,iPhone,2014-01-27,0.0,0,False,0.0
3.37,5.0,5.0,1.0,King's Landing,2014-03-27,Android,2014-01-24,0.0,0,False,100.0
1.65,5.0,,1.0,Astapor,2014-02-23,iPhone,2014-01-29,0.0,2,False,50.0
2.39,3.5,4.0,1.0,Winterfell,2014-03-01,iPhone,2014-01-17,0.0,0,False,0.0
13.1,5.0,5.0,1.0,Winterfell,2014-06-14,iPhone,2014-01-07,0.0,0,False,100.0
